    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      0.0130      0.0130      0.0130      1.4802       1      0.0225
    2      0.0130      0.0130     -0.0131      1.4801       1      0.0226
    3      1.1615      1.1615      1.1615      1.0197       2      0.0421
    4     -1.1616     -1.1616      1.1615      1.0197       3      0.0419
    5      1.1615     -1.1616     -1.1616      1.0197       5      0.0419
    6      0.0130     -0.0131      0.0130      1.4801       1      0.0226
    7     -1.1616      1.1615     -1.1616      1.0197       4      0.0419
    8      0.0130     -0.0131     -0.0131      1.4802       1      0.0226
  -------------------------------------------------------------------------
